,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
943,54,2,2,2,2,N,10,0,1,770,3,1,0,2,1,300000.0,9,501,26-02702,1,1,74,1,2,2,2,N,1,770,0,2,40000.0,6,501,69.23076923076923
944,5,2,2,2,2,N,2,0,1,N,N,N,1,4,1,N,N,501,17-03529,9,2,4,2,2,N,N,N,1,N,1,4,N,N,501,76.92307692307693
945,37,2,2,2,2,N,7,0,1,8660,14,4,0,N,1,13100.0,2,100,38-00100,1,2,40,2,2,2,2,N,1,8680,0,N,0.0,0,0,61.53846153846154
946,36,2,2,2,2,N,8,0,1,7890,11,6,0,5,2,30000.0,5,501,36-04010,2,1,25,2,2,2,2,N,1,7860,0,5,21000.0,4,501,69.23076923076923
947,42,1,2,2,2,N,10,0,1,8191,12,6,0,N,2,26700.0,4,198,19-01700,1,2,24,2,2,2,2,N,1,8180,0,N,52000.0,7,395,53.84615384615385
948,41,2,2,2,2,N,8,0,1,9190,15,6,0,N,2,60000.0,7,456,51-51255,1,1,49,2,2,2,2,N,1,9190,0,N,54500.0,6,415,69.23076923076923
949,63,2,2,1,2,N,5,0,1,8191,12,6,0,3,1,30000.0,5,218,30-00600,3,1,20,2,2,2,2,N,1,8270,0,3,2800.0,1,501,53.84615384615385
950,1,2,2,N,N,N,N,4,1,N,N,N,0,4,2,N,N,206,32-00405,1,1,1,2,2,N,N,N,1,N,2,4,N,N,115,84.61538461538461
951,25,2,2,2,2,N,4,2,1,8680,14,6,0,N,2,36000.0,5,266,36-03710,8,2,22,2,2,2,2,N,1,8680,0,6,16000.0,3,215,61.53846153846154
952,32,2,2,2,2,N,6,0,1,8370,13,1,2,4,2,22000.0,4,157,36-04010,2,2,31,2,2,2,2,N,1,8370,1,3,22000.0,4,260,69.23076923076923
953,1,2,2,N,N,N,N,4,1,N,N,N,0,8,1,N,N,174,32-00405,8,1,2,2,2,N,N,N,1,N,2,4,N,N,178,69.23076923076923
954,62,2,2,2,2,N,6,0,1,N,N,3,0,N,1,16000.0,4,120,40-00200,3,2,61,2,2,1,1,N,1,N,0,N,9790.0,2,74,53.84615384615385
955,65,2,2,2,2,N,9,0,1,9160,15,1,0,2,1,16000.0,4,254,40-00200,1,1,62,2,2,2,2,N,1,9160,0,2,50000.0,7,501,69.23076923076923
956,24,2,2,2,2,N,9,0,1,9290,15,6,0,N,1,10000.0,2,75,08-00803,1,2,25,1,2,2,2,N,1,9290,0,3,5200.0,1,371,53.84615384615385
957,89,2,2,2,2,N,12,0,1,N,N,1,0,2,1,76000.0,8,501,08-00803,2,1,82,2,2,2,2,N,1,N,0,2,10000.0,2,97,69.23076923076923
958,35,2,2,2,2,N,10,0,1,6770,8,6,0,N,2,75000.0,7,501,24-01004,1,1,35,2,2,2,2,N,1,6770,0,N,75000.0,7,501,100.0
959,31,2,2,2,2,N,4,0,1,9470,16,6,0,4,1,36000.0,7,254,28-01100,2,1,31,2,2,2,2,N,1,9370,0,4,21000.0,5,215,69.23076923076923
960,46,2,2,2,2,N,11,0,1,9470,16,6,0,N,2,150000.0,9,501,51-51255,1,1,35,2,2,2,2,2,1,9590,0,N,88100.0,8,501,61.53846153846154
961,68,2,2,2,2,N,7,0,1,N,N,6,0,N,1,9480.0,2,76,51-51255,1,2,66,2,2,2,2,N,1,N,0,N,16300.0,3,134,69.23076923076923
962,34,2,2,2,2,N,7,1,1,8680,14,6,0,3,2,500.0,1,122,36-04010,8,1,43,2,2,2,2,N,1,8590,0,N,16900.0,3,128,53.84615384615385
963,42,2,2,2,2,N,7,0,1,4280,5,6,0,N,2,0.0,0,0,13-04600,2,1,44,2,2,2,2,N,1,4280,0,N,15500.0,3,118,69.23076923076923
964,27,2,2,2,2,N,9,0,1,9290,15,6,1,4,2,31900.0,4,501,24-01004,6,2,41,2,2,2,2,N,1,9190,0,N,68700.0,7,501,53.84615384615385
965,20,2,2,2,2,N,7,0,3,8680,14,6,N,N,0,25000.0,4,N,08-00803,6,2,20,2,2,2,2,N,3,8680,N,N,3000.0,1,N,84.61538461538461
966,61,2,2,2,2,N,9,0,1,6870,9,4,0,N,1,50900.0,8,389,28-01100,1,2,60,2,2,2,2,N,1,7072,0,2,90200.0,9,501,53.84615384615385
967,54,2,2,2,2,N,8,0,1,7580,10,6,0,N,2,60000.0,7,454,17-03529,2,2,56,2,2,1,2,N,1,7580,0,N,18000.0,3,136,61.53846153846154
968,43,2,2,2,2,N,5,0,1,8660,14,1,4,6,1,48200.0,7,165,30-00600,9,1,46,2,2,2,2,N,1,8680,3,6,11000.0,2,63,53.84615384615385
969,30,2,2,2,2,N,9,0,1,770,3,1,0,2,2,175000.0,9,501,51-51255,1,1,30,2,2,2,2,N,1,770,0,2,91000.0,8,501,84.61538461538461
970,40,2,2,2,2,N,9,0,1,9490,16,4,2,3,1,117000.0,9,501,30-00600,1,2,44,2,2,2,2,N,1,9470,1,3,50000.0,7,381,53.84615384615385
971,45,2,2,2,2,N,12,0,1,7870,11,1,3,5,1,300000.0,9,501,08-00803,6,1,45,2,2,2,2,N,1,7870,2,4,140000.0,9,501,76.92307692307693
972,65,2,2,2,2,N,7,0,1,4770,6,3,0,N,1,25000.0,4,206,30-00600,1,2,70,2,2,2,2,N,1,4770,0,N,23500.0,4,193,76.92307692307693
973,48,2,2,2,2,N,6,0,1,670,2,1,4,6,1,80000.0,8,301,38-00100,1,1,63,2,2,2,2,N,1,570,0,2,149000.0,9,501,46.15384615384615
974,28,2,2,2,2,N,8,0,1,7380,10,6,0,N,2,52030.0,6,394,51-01301,2,2,35,2,2,2,2,N,1,7380,0,N,68100.0,7,501,69.23076923076923
975,75,2,2,2,2,N,8,0,1,7490,10,1,0,2,1,30800.0,6,266,40-00200,1,2,61,2,2,2,2,N,1,7290,0,2,19200.0,4,486,61.53846153846154
976,65,2,2,2,2,N,1,0,1,N,N,2,0,N,2,18020.0,4,146,28-01100,2,2,65,2,2,1,1,N,1,N,0,N,12200.0,3,101,61.53846153846154
977,26,2,2,2,2,N,7,0,1,6870,9,6,0,3,2,15000.0,3,94,17-03529,2,2,56,2,2,2,2,N,1,7071,0,N,18100.0,3,137,61.53846153846154
978,39,2,2,2,2,N,9,0,1,8680,14,1,2,6,2,21800.0,4,229,36-04010,2,2,39,2,2,2,2,N,1,8660,3,5,45000.0,6,397,53.84615384615385
979,52,2,2,2,2,N,9,0,1,5170,6,1,0,2,1,202000.0,9,501,36-03710,2,2,52,2,2,2,2,N,1,5170,0,2,67000.0,7,501,84.61538461538461
980,60,2,2,1,2,N,9,0,1,N,N,4,0,N,1,24080.0,4,181,51-51255,1,1,68,1,2,2,2,N,1,N,0,2,165000.0,9,501,46.15384615384615
981,37,2,2,2,2,N,9,0,1,9590,16,6,0,N,1,117400.0,8,501,51-01301,1,1,23,2,2,2,2,N,1,9470,0,N,56000.0,6,427,61.53846153846154
982,3,2,2,N,N,N,2,0,1,N,N,N,2,4,1,N,N,501,51-01301,9,1,4,2,2,N,N,N,1,N,1,3,N,N,501,76.92307692307693
983,53,2,2,2,2,N,5,0,1,5170,6,1,0,4,1,22000.0,5,501,28-01100,2,2,53,2,2,2,2,N,1,4971,0,6,36000.0,7,357,61.53846153846154
984,42,2,2,2,2,N,7,0,1,8680,14,6,1,2,1,12000.0,3,36,40-00200,3,2,20,2,2,2,2,N,1,8680,1,3,0.0,0,180,61.53846153846154
985,53,2,2,2,2,N,5,0,1,8680,14,3,0,N,2,24500.0,4,190,13-04600,2,1,75,2,2,2,2,N,1,8680,0,N,13900.0,3,115,69.23076923076923
986,67,2,2,2,2,N,5,0,1,9570,16,4,0,N,2,86000.0,8,501,17-03529,2,1,65,2,2,2,2,N,1,9370,0,N,79000.0,8,501,76.92307692307693
987,53,2,2,2,2,N,10,0,1,9190,15,4,1,2,1,177050.0,9,501,51-01301,1,2,52,2,2,2,2,N,1,9170,1,2,177050.0,9,501,84.61538461538461
988,81,2,2,1,1,N,3,2,1,N,N,4,0,N,2,8000.0,2,65,36-03710,1,2,81,2,2,2,2,N,1,N,0,N,9600.0,2,78,69.23076923076923
989,19,2,2,2,2,N,7,0,1,7870,11,6,0,N,1,2500.0,1,16,17-03529,6,2,24,2,2,2,2,N,1,7870,0,N,1000.0,1,7,76.92307692307693
990,18,2,2,2,2,N,5,1,1,N,N,6,1,4,2,0.0,0,166,32-00405,8,2,19,2,2,2,2,N,1,N,0,3,0.0,0,206,69.23076923076923
991,49,2,2,2,2,N,5,0,1,8660,14,1,0,2,2,42900.0,6,402,36-04010,2,2,47,2,2,2,2,N,1,8680,0,4,0.0,0,210,53.84615384615385
992,48,2,2,2,2,N,7,0,1,8390,13,6,0,4,2,40000.0,6,366,17-03529,2,1,67,2,1,2,2,N,1,8370,0,N,12000.0,2,98,46.15384615384615
993,21,2,2,2,2,N,5,0,1,8590,14,6,0,3,1,0.0,0,501,40-00200,9,1,26,2,2,2,2,N,1,8590,0,3,29500.0,5,372,69.23076923076923
994,45,2,2,2,2,N,5,0,1,8590,14,1,4,6,1,33800.0,5,223,30-00600,1,1,45,2,2,2,2,N,1,8590,4,6,25000.0,4,264,76.92307692307693
995,51,2,2,2,2,N,9,0,1,7860,11,4,2,3,1,36000.0,6,274,01-01301,2,2,64,2,2,2,2,N,1,7860,0,2,60000.0,8,501,53.84615384615385
996,4,2,2,N,N,N,1,1,1,N,N,N,0,5,2,N,N,148,36-04010,8,2,3,2,2,N,N,N,1,N,3,4,N,N,101,69.23076923076923
997,59,2,2,2,2,N,7,0,1,8090,12,6,0,2,1,23000.0,5,472,01-01301,2,2,61,2,2,1,2,N,1,8191,1,3,0.0,0,129,38.46153846153847
998,48,2,2,2,2,N,5,0,1,6180,7,1,0,3,2,24000.0,5,213,28-01100,2,1,45,2,2,2,2,N,1,6380,0,2,39500.0,7,428,53.84615384615385
999,45,2,2,2,2,N,10,0,1,6470,8,6,1,3,1,120000.0,8,501,24-01004,1,2,25,2,2,2,2,N,1,6490,0,3,36000.0,5,501,61.53846153846154
1000,33,2,2,2,2,N,9,0,1,8470,13,1,2,4,1,0.0,0,501,40-00200,1,2,33,2,2,2,2,N,1,8470,2,4,0.0,0,349,92.3076923076923
1001,61,2,2,2,2,N,9,0,1,N,N,4,0,2,1,250.0,1,374,17-03529,2,1,72,2,2,2,2,N,1,N,0,N,53900.0,7,446,61.53846153846154
1002,35,2,2,2,2,N,5,0,1,1270,4,6,1,2,2,8600.0,2,71,36-04010,2,2,35,2,2,2,2,N,1,1270,1,2,30000.0,5,171,76.92307692307693
1003,22,2,2,2,2,N,8,0,1,4670,6,6,1,11,1,4000.0,2,24,28-01100,2,1,22,2,2,2,2,N,1,4670,1,7,8900.0,2,136,76.92307692307693
1004,58,2,2,2,2,N,8,0,1,8770,15,1,0,2,1,46200.0,7,472,19-01700,1,1,64,2,2,2,2,N,1,8870,0,2,12200.0,2,108,61.53846153846154
1005,62,1,1,1,1,N,1,0,1,N,N,6,0,3,2,20000.0,4,208,29-01901,2,2,94,2,2,2,2,N,1,N,0,N,15600.0,3,129,30.76923076923077
1006,40,2,2,2,2,N,7,0,1,9470,16,6,0,2,2,213000.0,9,501,36-03710,2,2,63,2,2,2,2,N,1,9480,0,N,40000.0,5,304,53.84615384615385
1007,43,2,2,2,2,N,8,0,1,7890,11,6,0,N,1,50000.0,6,381,51-01301,1,1,68,2,2,2,2,N,1,7870,0,N,66000.0,7,501,61.53846153846154
1008,60,2,2,2,2,N,9,0,1,9190,15,1,0,2,1,32000.0,5,501,51-01301,1,2,49,2,2,2,2,N,1,9160,1,3,33710.0,5,501,61.53846153846154
1009,66,2,2,2,2,N,12,0,1,7870,11,4,0,N,1,26900.0,4,223,08-00803,1,1,73,2,2,2,2,N,1,7870,0,N,233000.0,9,501,69.23076923076923
1010,77,1,2,2,2,N,7,0,1,N,N,4,0,N,1,3000.0,1,26,32-00405,2,2,75,2,2,2,2,N,1,N,0,N,3000.0,1,24,76.92307692307693
1011,1,2,2,N,N,N,N,1,1,N,N,N,2,4,1,N,N,147,19-01700,9,1,1,2,2,N,N,N,1,N,1,3,N,N,288,76.92307692307693
1012,36,2,2,2,2,5,8,0,1,4971,6,1,0,3,1,0.0,0,443,40-00200,1,1,88,1,2,1,1,5,1,5391,0,4,49700.0,7,274,30.76923076923077
1013,52,2,2,2,2,N,8,0,1,7580,10,1,0,3,2,65000.0,7,491,17-03529,2,2,47,2,2,2,2,N,1,7690,0,3,5200.0,1,26,61.53846153846154
1014,33,2,2,2,2,N,11,0,1,7490,10,6,0,N,2,16000.0,3,139,06-07502,6,2,31,2,2,2,2,N,1,7490,0,N,95050.0,8,501,69.23076923076923
1015,30,2,2,2,2,N,5,0,1,N,N,1,1,3,2,2400.0,1,150,17-03531,2,2,57,2,2,2,2,N,1,N,0,4,0.0,0,48,53.84615384615385
1016,25,2,2,2,1,N,6,0,1,770,3,6,2,4,2,37000.0,6,176,29-01901,2,1,48,1,2,2,2,N,1,770,0,N,15000.0,3,113,38.46153846153847
1017,26,2,2,2,2,N,9,0,1,770,3,6,1,3,2,5000.0,2,257,13-04600,2,1,55,2,2,2,2,N,1,770,0,N,95000.0,9,501,53.84615384615385
1018,60,2,2,2,2,N,7,0,1,7071,9,1,0,2,1,25000.0,4,501,24-01004,1,2,77,2,2,2,2,N,1,7071,0,2,106000.0,8,501,76.92307692307693
1019,42,2,2,2,2,N,9,0,1,8590,14,1,0,2,1,100000.0,8,501,24-01004,6,1,35,2,2,2,2,N,1,8680,2,5,24000.0,3,296,46.15384615384615
1020,65,2,2,2,2,N,7,0,1,7870,11,4,0,N,2,0.0,0,0,17-03529,2,2,58,2,2,2,2,N,1,7870,0,N,39000.0,5,297,69.23076923076923
1021,40,2,2,2,2,N,9,0,1,7290,10,6,0,N,2,80000.0,8,501,32-00405,2,2,23,2,2,2,2,N,1,7470,0,N,20000.0,4,153,61.53846153846154
1022,24,2,2,2,2,N,7,0,1,8370,13,6,0,5,1,32000.0,5,352,17-03531,2,2,45,2,2,2,2,N,1,8370,0,3,3100.0,1,213,61.53846153846154
1023,29,2,2,2,2,N,7,0,1,7860,11,1,0,2,2,7400.0,2,501,06-07502,1,2,28,2,2,2,2,N,1,7860,0,2,6300.0,2,501,84.61538461538461
1024,18,2,2,2,2,N,7,0,1,8680,14,6,0,2,1,1200.0,1,94,01-01301,2,1,23,2,2,2,2,N,1,8680,0,2,0.0,0,0,69.23076923076923
1025,19,2,2,2,2,N,7,4,1,7780,10,6,0,2,2,30000.0,5,501,26-02702,1,1,34,2,2,2,2,N,1,7380,0,N,90000.0,9,501,61.53846153846154
1026,61,2,2,2,2,N,4,0,1,7490,10,4,0,4,2,25000.0,4,208,13-04600,2,2,44,2,2,2,2,N,1,7380,0,N,10400.0,2,78,53.84615384615385
1027,47,2,2,2,2,N,10,0,1,9190,15,1,2,4,1,388000.0,9,501,06-08507,1,1,64,2,2,2,2,N,1,9160,0,2,19800.0,4,501,53.84615384615385
1028,6,2,2,2,2,N,2,0,1,N,N,N,0,6,2,N,N,255,38-00100,5,2,6,2,2,2,2,N,1,N,0,3,N,N,255,92.3076923076923
1029,59,2,2,2,2,N,4,0,1,8370,13,6,2,3,2,35000.0,5,293,36-03710,2,2,18,2,2,2,2,N,1,8370,2,4,2100.0,1,275,61.53846153846154
1030,67,2,2,2,2,N,10,0,1,N,N,4,0,N,1,27100.0,4,224,51-01301,1,2,73,2,2,2,2,N,1,N,0,N,0.0,0,0,69.23076923076923
1031,42,2,2,2,2,N,11,0,1,9590,16,1,0,2,1,54000.0,7,501,19-01700,1,2,33,2,2,2,2,N,1,9470,2,4,65000.0,8,489,46.15384615384615
1032,18,2,2,2,2,N,4,0,3,8680,14,6,N,N,0,3000.0,1,117,06-07502,1,2,28,2,2,2,1,N,3,8660,N,N,4900.0,2,37,53.84615384615385
1033,22,2,1,2,2,N,5,0,1,7280,10,6,0,N,2,25400.0,4,195,06-07502,1,1,22,2,2,2,2,N,1,7380,0,N,35000.0,5,264,61.53846153846154
1034,28,2,2,2,2,N,8,0,1,9590,16,6,0,N,2,70000.0,7,501,24-01004,1,1,29,2,2,2,2,4,1,9590,0,N,71200.0,7,501,76.92307692307693
1035,34,2,1,2,2,N,1,0,1,8770,15,6,3,4,1,32000.0,5,146,38-00100,1,1,40,2,2,2,2,N,1,8770,1,2,85000.0,8,501,46.15384615384615
1036,54,1,2,2,2,N,1,0,1,4870,6,1,0,2,1,53000.0,8,432,40-00200,1,1,71,2,2,2,2,N,1,5391,0,2,16800.0,4,326,53.84615384615385
1037,61,2,2,2,2,N,7,0,1,8680,14,3,0,N,2,58700.0,8,314,01-01301,2,2,60,2,2,2,2,N,1,8680,0,N,1000.0,1,7,69.23076923076923
1038,14,2,2,2,2,N,4,0,1,N,N,N,2,4,2,N,N,151,32-00405,2,2,14,2,2,2,2,N,1,N,2,3,N,N,151,92.3076923076923
1039,28,2,2,2,2,N,9,0,1,3390,4,6,0,N,2,67200.0,7,501,17-03529,6,1,31,2,2,2,2,N,1,3390,0,N,18000.0,3,137,69.23076923076923
1040,43,2,2,2,2,N,9,0,1,4380,5,6,0,2,2,100000.0,8,501,08-00803,1,1,27,2,2,2,2,N,1,4380,0,2,7000.0,1,86,69.23076923076923
1041,38,2,2,2,2,N,7,0,1,180,0,1,5,7,1,371000.0,9,501,40-00200,3,1,59,2,2,2,2,3,1,170,0,2,14400.0,3,501,46.15384615384615
1042,26,2,2,2,2,N,5,1,1,4090,5,1,2,5,2,10000.0,2,178,32-00405,1,1,40,2,2,2,2,N,1,4090,3,6,30000.0,5,149,53.84615384615385
1043,61,2,2,2,2,N,4,0,1,7380,10,1,0,2,2,28000.0,4,501,36-04010,2,1,61,2,2,2,2,N,1,7690,0,3,35000.0,5,403,61.53846153846154
1044,1,2,2,N,N,N,N,1,1,N,N,N,0,5,2,N,N,56,40-00200,1,2,1,2,2,N,N,N,1,N,0,5,N,N,56,100.0
1045,23,2,2,2,2,N,9,0,1,8680,14,6,0,3,1,5000.0,1,501,38-00100,1,2,23,2,2,2,2,N,1,8570,0,3,10000.0,2,501,76.92307692307693
1046,58,2,2,2,2,N,10,0,1,8090,12,4,0,N,2,61200.0,7,482,08-00803,1,1,75,2,2,2,2,N,1,8090,0,N,37600.0,5,311,69.23076923076923
1047,0,2,2,N,N,N,N,0,1,N,N,N,3,4,2,N,N,47,32-00405,1,2,0,2,2,N,N,N,1,N,1,3,N,N,422,76.92307692307693
1048,17,2,2,2,2,N,4,0,1,5090,6,6,1,2,1,20000.0,3,145,38-00100,1,2,17,2,2,2,2,N,1,5090,1,3,4500.0,1,501,69.23076923076923
1049,39,2,2,2,2,N,6,4,1,8170,12,5,0,3,2,66000.0,7,397,36-03710,8,2,49,2,2,2,2,N,1,8170,1,2,21000.0,4,120,53.84615384615385
1050,32,2,2,2,2,N,12,0,1,7270,10,6,0,N,2,145000.0,9,501,24-01004,1,1,41,2,2,2,2,N,1,7590,4,5,582000.0,9,501,61.53846153846154
1051,46,1,2,2,1,N,5,0,1,8660,14,6,0,N,1,32000.0,5,241,32-00405,6,1,24,2,2,2,2,N,1,8680,0,N,20800.0,4,158,46.15384615384615
1052,35,2,2,2,2,N,10,0,1,7870,11,1,2,4,2,8000.0,2,314,29-01901,1,2,62,2,2,2,2,N,1,7870,0,2,7900.0,2,501,61.53846153846154
1053,30,2,2,2,2,N,5,0,2,7580,10,6,N,N,0,0.0,0,N,32-00405,2,1,32,2,1,2,1,N,2,7580,N,N,15000.0,3,N,61.53846153846154
1054,29,2,2,2,2,N,8,0,1,5480,6,1,1,4,2,42000.0,7,335,28-01100,2,2,28,2,2,2,2,N,1,5480,1,3,22000.0,5,326,61.53846153846154
1055,47,2,2,2,2,N,4,1,1,1090,4,1,2,8,2,30000.0,4,137,08-00803,1,2,48,2,2,2,2,N,1,1691,0,4,16000.0,3,137,53.84615384615385
1056,18,2,2,2,2,N,5,0,1,8270,12,6,5,8,2,4500.0,1,87,30-00600,3,2,28,2,2,2,2,N,1,8191,3,4,20000.0,4,77,46.15384615384615
1057,28,2,2,2,2,N,10,0,1,8380,13,6,0,N,2,76000.0,8,501,13-04600,2,1,35,2,2,2,2,N,1,8470,2,3,50000.0,7,243,46.15384615384615
1058,49,2,2,2,2,N,10,0,1,7770,10,1,1,3,2,12000.0,3,8,40-00200,1,1,27,2,2,2,2,N,1,7460,0,2,48200.0,7,305,46.15384615384615
1059,39,2,2,2,2,N,9,0,1,9370,16,1,1,3,2,29200.0,4,147,24-01004,9,1,22,2,2,2,2,N,1,9590,0,2,60000.0,6,501,46.15384615384615
1060,47,2,2,2,1,N,4,1,1,N,N,1,7,9,2,0.0,0,144,30-00600,1,2,34,2,2,2,2,N,1,N,0,3,0.0,0,180,61.53846153846154
1061,52,2,2,2,2,N,7,0,1,7770,10,1,0,4,1,88000.0,8,501,08-00803,1,1,59,2,2,2,2,N,1,7690,0,3,60000.0,7,501,61.53846153846154
1062,51,2,2,2,2,N,10,0,1,8191,12,1,2,4,1,94000.0,8,501,17-03529,1,1,43,2,2,2,2,N,1,7970,0,2,110000.0,9,501,53.84615384615385
1063,45,2,2,2,2,N,8,0,1,7860,11,1,0,2,2,30000.0,5,501,06-08507,6,2,49,2,2,2,2,N,1,7860,0,2,12190.0,3,501,76.92307692307693
1064,36,2,2,2,2,N,10,4,1,8470,13,6,0,N,2,95000.0,8,501,51-51255,2,1,36,2,2,2,2,N,1,8470,0,N,56000.0,6,423,76.92307692307693
1065,60,2,2,2,2,N,6,0,1,8290,12,1,0,2,2,27200.0,4,181,36-04010,2,2,42,2,2,2,2,N,1,8170,2,4,0.0,0,69,46.15384615384615
1066,67,2,2,2,2,N,7,0,1,N,N,4,0,N,1,9600.0,2,81,51-01301,1,2,70,2,2,2,2,N,1,N,0,2,11500.0,2,79,69.23076923076923
1067,46,2,2,2,2,N,5,0,1,770,3,5,0,3,2,55000.0,8,332,01-01301,2,1,46,2,2,1,2,N,1,770,0,N,0.0,0,0,61.53846153846154
1068,28,2,2,2,2,N,5,0,1,5391,6,6,0,4,2,80000.0,8,501,17-03531,2,1,38,2,2,2,2,N,1,4870,0,N,32400.0,5,244,53.84615384615385
1069,79,1,2,1,2,N,1,0,1,N,N,4,0,N,2,15700.0,3,130,38-00100,1,1,81,2,2,2,2,N,1,N,0,N,8300.0,2,68,53.84615384615385
1070,19,2,2,2,2,N,7,0,1,9290,15,6,0,3,1,2300.0,1,302,06-08507,1,1,53,2,2,2,2,N,1,8770,0,3,23000.0,4,345,61.53846153846154
1071,51,2,2,2,2,N,5,0,1,7680,10,1,1,3,1,50000.0,7,357,40-00200,1,1,25,2,2,2,2,N,1,7690,1,3,27000.0,5,259,61.53846153846154
1072,89,1,2,2,2,N,5,0,1,3895,4,1,0,2,1,23700.0,4,501,19-01700,1,2,33,2,2,2,2,N,1,3570,2,6,27000.0,4,183,46.15384615384615
1073,5,2,2,2,2,N,1,0,1,N,N,N,1,3,2,N,N,501,38-00100,9,2,5,2,2,2,2,N,1,N,0,3,N,N,222,84.61538461538461
1074,15,2,2,2,2,N,3,1,1,N,N,6,1,2,1,0.0,0,59,40-00200,9,1,15,2,2,2,2,N,1,N,0,3,0.0,0,216,76.92307692307693
1075,7,2,2,2,2,N,2,1,1,N,N,N,2,4,1,N,N,364,13-04600,1,2,7,2,2,2,2,N,1,N,1,3,N,N,321,76.92307692307693
1076,54,2,2,2,2,N,9,0,1,6970,9,4,1,2,2,225000.0,9,501,08-00803,1,2,57,2,2,2,2,N,1,6970,0,N,25000.0,4,190,53.84615384615385
1077,35,2,2,2,2,N,9,0,1,7590,10,1,2,4,1,120000.0,9,501,17-03529,1,1,47,2,2,2,2,N,1,7470,3,5,120000.0,9,501,69.23076923076923
1078,33,2,2,2,2,N,7,0,1,8680,14,4,0,6,1,0.0,0,198,28-01100,2,1,47,2,2,2,2,N,1,8570,0,3,20000.0,5,213,53.84615384615385
1079,68,2,2,2,2,N,9,0,1,6991,9,3,0,N,1,100000.0,8,501,06-07502,1,2,74,2,2,2,2,N,1,6890,0,N,29000.0,5,237,61.53846153846154
1080,64,2,2,2,2,N,8,0,1,N,N,1,0,2,2,35900.0,6,501,26-02702,2,2,78,2,2,2,2,N,1,N,0,2,50300.0,7,491,69.23076923076923
1081,24,2,2,2,2,N,5,4,3,N,N,6,N,N,0,0.0,0,0,36-04010,1,1,45,2,2,2,2,N,3,N,N,N,0.0,0,0,92.3076923076923
1082,82,2,2,2,2,N,9,0,1,N,N,6,0,5,1,10500.0,2,501,08-00803,1,2,71,2,2,2,2,N,1,N,0,N,31000.0,4,256,61.53846153846154
1083,32,2,2,2,2,N,7,0,1,9170,15,1,0,2,1,42800.0,6,340,32-00405,1,2,39,2,2,2,2,N,1,9180,0,2,45000.0,6,501,69.23076923076923
1084,25,2,2,2,2,N,7,0,1,5275,6,6,0,4,2,53000.0,6,437,06-07502,6,1,33,2,2,2,2,N,1,5790,0,3,40000.0,6,254,61.53846153846154
1085,18,2,2,2,2,N,5,0,1,8780,15,6,0,2,1,2000.0,1,146,40-00200,3,2,19,2,2,2,2,N,1,8780,0,3,3000.0,1,501,69.23076923076923
1086,38,2,2,2,2,N,8,0,1,7480,10,1,2,4,1,150000.0,9,501,30-00600,1,1,54,2,2,2,2,N,1,7790,0,2,60000.0,8,501,53.84615384615385
1087,29,2,2,2,2,N,5,4,3,7690,10,6,N,N,0,2500.0,1,19,36-04010,1,1,25,2,2,2,2,N,3,7690,N,N,5500.0,2,42,69.23076923076923
1088,19,2,2,2,2,N,7,0,3,5170,6,6,N,N,0,1500.0,1,N,17-03529,6,1,21,2,2,2,2,N,3,5275,N,N,-2000.0,0,N,69.23076923076923
1089,73,2,2,2,2,N,10,0,1,N,N,6,0,N,2,39200.0,5,311,38-00100,1,2,71,2,2,2,2,N,1,N,0,N,20800.0,3,171,69.23076923076923
1090,56,2,2,2,2,N,7,0,3,6880,9,6,N,N,0,40000.0,5,249,36-04010,1,2,21,2,2,2,2,N,3,6880,N,N,42300.0,6,N,69.23076923076923
1091,30,2,2,2,2,N,9,0,1,3590,4,1,0,2,2,105100.0,8,501,51-01301,1,1,31,2,2,2,2,N,1,3590,0,2,105100.0,8,501,92.3076923076923
1092,74,2,2,2,2,N,5,0,1,8670,14,1,0,3,1,24000.0,4,324,17-03531,2,1,47,2,2,2,2,N,1,8590,0,2,9000.0,2,194,53.84615384615385
1093,73,2,2,2,2,N,9,0,1,N,N,4,0,N,1,51600.0,7,426,13-04600,2,1,70,2,2,2,2,N,1,N,0,N,62400.0,7,501,76.92307692307693
1094,40,2,2,2,2,N,12,0,1,7460,10,1,0,2,1,8000.0,2,315,17-03529,1,2,43,2,2,2,2,N,1,7390,3,5,553000.0,9,501,46.15384615384615
1095,37,2,2,2,2,N,5,0,1,4490,5,1,2,4,1,120000.0,9,501,40-00200,1,1,54,2,2,2,2,N,1,4380,0,2,80000.0,9,501,61.53846153846154
1096,30,2,2,2,2,N,4,0,3,9070,15,6,N,N,0,0.0,0,0,36-03710,2,2,32,2,2,2,2,N,3,9070,N,N,6800.0,2,51,69.23076923076923
1097,29,2,2,2,2,N,12,0,1,9480,16,6,0,N,2,22000.0,3,168,24-01004,1,1,28,2,2,2,2,N,1,9480,0,N,29100.0,4,222,69.23076923076923
